NAME,LSAD,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
"Clinton County, IN",County or equivalent,33221,33034,32890,32766,32462,32373,32207,32195,32192,32399
"Frankfort, KY",Micropolitan Statistical Area,70723,70877,71147,71225,71593,71990,72483,73037,73442,73738
"Anderson County, KY",County or equivalent,21470,21564,21694,21747,21868,21920,22191,22545,22641,22747
"Franklin County, KY",County or equivalent,49253,49313,49453,49478,49725,50070,50292,50492,50801,50991
"Fredericksburg, TX",Micropolitan Statistical Area,24874,25039,25175,25363,25473,25916,26206,26483,26702,26988
"Gillespie County, TX",County or equivalent,24874,25039,25175,25363,25473,25916,26206,26483,26702,26988
"Freeport, IL",Micropolitan Statistical Area,47606,47323,46886,46671,46269,45668,45503,44997,44797,44498
"Stephenson County, IL",County or equivalent,47606,47323,46886,46671,46269,45668,45503,44997,44797,44498
"Fremont, NE",Micropolitan Statistical Area,36673,36930,36590,36497,36614,36567,36677,36789,36725,36565
"Dodge County, NE",County or equivalent,36673,36930,36590,36497,36614,36567,36677,36789,36725,36565
"Fremont, OH",Micropolitan Statistical Area,60885,60609,60467,60049,59827,59475,59317,59093,58740,58518
"Sandusky County, OH",County or equivalent,60885,60609,60467,60049,59827,59475,59317,59093,58740,58518
"Gaffney, SC",Micropolitan Statistical Area,55535,55705,55822,56056,56351,56512,56683,56913,57069,57300
"Cherokee County, SC",County or equivalent,55535,55705,55822,56056,56351,56512,56683,56913,57069,57300
"Gainesville, TX",Micropolitan Statistical Area,38472,38443,38717,38456,38764,39170,39343,39932,40504,41257
"Cooke County, TX",County or equivalent,38472,38443,38717,38456,38764,39170,39343,39932,40504,41257
"Galesburg, IL",Micropolitan Statistical Area,52912,52705,52302,52129,51944,51370,50917,50577,49978,49699
"Knox County, IL",County or equivalent,52912,52705,52302,52129,51944,51370,50917,50577,49978,49699
"Gallup, NM",Micropolitan Statistical Area,71673,72332,72365,72665,72796,73462,73028,72423,71911,71367
"McKinley County, NM",County or equivalent,71673,72332,72365,72665,72796,73462,73028,72423,71911,71367
"Garden City, KS",Micropolitan Statistical Area,40954,41073,41081,40985,41057,41077,40775,40655,40469,40305
"Finney County, KS",County or equivalent,36952,37115,37110,37073,37119,37148,36885,36720,36528,36467
"Kearny County, KS",County or equivalent,4002,3958,3971,3912,3938,3929,3890,3935,3941,3838
"Gardnerville Ranchos, NV",Micropolitan Statistical Area,47037,46971,46910,46935,47373,47404,47834,48030,48489,48905
"Douglas County, NV",County or equivalent,47037,46971,46910,46935,47373,47404,47834,48030,48489,48905
"Georgetown, SC",Micropolitan Statistical Area,60327,60173,60232,60476,60825,61456,61565,61826,62232,62680
"Georgetown County, SC",County or equivalent,60327,60173,60232,60476,60825,61456,61565,61826,62232,62680
"Gillette, WY",Micropolitan Statistical Area,60561,60810,62077,62323,62502,63901,63464,60767,60668,60852
"Campbell County, WY",County or equivalent,46245,46550,47861,48038,48130,49258,48745,46402,46299,46341
"Crook County, WY",County or equivalent,7118,7118,7139,7149,7234,7435,7499,7397,7445,7584
"Weston County, WY",County or equivalent,7198,7142,7077,7136,7138,7208,7220,6968,6924,6927
"Glasgow, KY",Micropolitan Statistical Area,52263,52391,52590,52897,53031,53471,53783,53839,54185,54320
"Barren County, KY",County or equivalent,42116,42321,42607,42937,43034,43546,43763,43746,44115,44249
"Metcalfe County, KY",County or equivalent,10147,10070,9983,9960,9997,9925,10020,10093,10070,10071
"Glenwood Springs, CO",Micropolitan Statistical Area,73226,73217,74053,74398,74873,75638,76760,77005,77677,77828
"Garfield County, CO",County or equivalent,56072,56048,56761,56938,57161,57698,58785,59032,59701,60061
"Pitkin County, CO",County or equivalent,17154,17169,17292,17460,17712,17940,17975,17973,17976,17767
"Gloversville, NY",Micropolitan Statistical Area,55455,55112,54845,54345,53932,53801,53610,53802,53633,53383
"Fulton County, NY",County or equivalent,55455,55112,54845,54345,53932,53801,53610,53802,53633,53383
"Granbury, TX",Micropolitan Statistical Area,51268,51563,52129,52860,53812,55227,56569,57973,60177,61643
"Hood County, TX",County or equivalent,51268,51563,52129,52860,53812,55227,56569,57973,60177,61643
"Grand Rapids, MN",Micropolitan Statistical Area,45037,45105,45152,45335,45328,45267,45168,45088,45051,45130
"Itasca County, MN",County or equivalent,45037,45105,45152,45335,45328,45267,45168,45088,45051,45130
"Grants, NM",Micropolitan Statistical Area,27315,27489,27418,27414,27155,27044,27049,26921,26766,26675
"Cibola County, NM",County or equivalent,27315,27489,27418,27414,27155,27044,27049,26921,26766,26675
"Great Bend, KS",Micropolitan Statistical Area,27675,27697,27520,27443,27334,27159,26878,26394,26057,25779
"Barton County, KS",County or equivalent,27675,27697,27520,27443,27334,27159,26878,26394,26057,25779
"Greeneville, TN",Micropolitan Statistical Area,68834,69173,68760,68336,68464,68586,68529,68821,69164,69069
"Greene County, TN",County or equivalent,68834,69173,68760,68336,68464,68586,68529,68821,69164,69069
"Greensburg, IN",Micropolitan Statistical Area,25798,25902,26043,26236,26416,26339,26565,26620,26725,26559
"Decatur County, IN",County or equivalent,25798,25902,26043,26236,26416,26339,26565,26620,26725,26559
"Greenville, MS",Micropolitan Statistical Area,51097,50455,50019,49661,49008,47959,47183,46197,45036,43909
"Washington County, MS",County or equivalent,51097,50455,50019,49661,49008,47959,47183,46197,45036,43909
"Greenville, OH",Micropolitan Statistical Area,52963,52653,52515,52306,52184,51981,51624,51549,51299,51113
"Darke County, OH",County or equivalent,52963,52653,52515,52306,52184,51981,51624,51549,51299,51113
"Greenwood, MS",Micropolitan Statistical Area,43020,42500,41193,41069,40942,40444,39965,39386,38536,38130
"Carroll County, MS",County or equivalent,10602,10435,10400,10323,10235,10203,10186,10094,9920,9947
"Leflore County, MS",County or equivalent,32418,32065,30793,30746,30707,30241,29779,29292,28616,28183
"Greenwood, SC",Micropolitan Statistical Area,69766,69848,69958,69823,69670,69962,70188,70496,70597,70811
"Greenwood County, SC",County or equivalent,69766,69848,69958,69823,69670,69962,70188,70496,70597,70811
"Grenada, MS",Micropolitan Statistical Area,21835,21603,21614,21529,21596,21444,21219,21037,20984,20758
"Grenada County, MS",County or equivalent,21835,21603,21614,21529,21596,21444,21219,21037,20984,20758
"Guymon, OK",Micropolitan Statistical Area,20802,21258,21594,22048,21738,21446,21183,20924,20491,19983
"Texas County, OK",County or equivalent,20802,21258,21594,22048,21738,21446,21183,20924,20491,19983
"Hailey, ID",Micropolitan Statistical Area,22411,22198,22212,22368,22509,22706,23144,23469,23892,24127
"Blaine County, ID",County or equivalent,21295,21083,21127,21325,21455,21636,22062,22373,22771,23021
"Camas County, ID",County or equivalent,1116,1115,1085,1043,1054,1070,1082,1096,1121,1106
"Hannibal, MO",Micropolitan Statistical Area,38980,39061,38972,38933,39042,38866,38919,38811,38774,38839
"Marion County, MO",County or equivalent,28787,28786,28746,28769,28766,28697,28689,28585,28540,28530
"Ralls County, MO",County or equivalent,10193,10275,10226,10164,10276,10169,10230,10226,10234,10309
"Harrison, AR",Micropolitan Statistical Area,45197,45337,45385,45370,44983,44965,45107,45274,45185,45185
"Boone County, AR",County or equivalent,36893,37086,37333,37328,37116,37119,37259,37459,37385,37432
"Newton County, AR",County or equivalent,8304,8251,8052,8042,7867,7846,7848,7815,7800,7753
"Hastings, NE",Micropolitan Statistical Area,31328,31204,31345,31527,31389,31567,31683,31808,31514,31363
"Adams County, NE",County or equivalent,31328,31204,31345,31527,31389,31567,31683,31808,31514,31363
"Hays, KS",Micropolitan Statistical Area,28424,28765,29089,29030,28963,28999,28942,28735,28646,28553
"Ellis County, KS",County or equivalent,28424,28765,29089,29030,28963,28999,28942,28735,28646,28553
"Heber, UT",Micropolitan Statistical Area,60144,61829,63208,65004,66927,68758,70887,73220,74957,76236
"Summit County, UT",County or equivalent,36500,37421,37864,38420,39113,39640,40512,41330,41890,42145
"Wasatch County, UT",County or equivalent,23644,24408,25344,26584,27814,29118,30375,31890,33067,34091
"Helena, MT",Micropolitan Statistical Area,74984,75647,76054,76689,77205,77797,78673,79771,80716,81653
"Jefferson County, MT",County or equivalent,11407,11375,11318,11455,11502,11572,11779,11921,12094,12221
"Lewis and Clark County, MT",County or equivalent,63577,64272,64736,65234,65703,66225,66894,67850,68622,69432
"Helena-West Helena, AR",Micropolitan Statistical Area,21676,21406,20736,20437,19952,19546,19050,18599,18054,17782
"Phillips County, AR",County or equivalent,21676,21406,20736,20437,19952,19546,19050,18599,18054,17782
"Henderson, NC",Micropolitan Statistical Area,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535
"Vance County, NC",County or equivalent,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535
"Hereford, TX",Micropolitan Statistical Area,19467,19522,19373,19180,19123,18825,18846,18753,18711,18546
"Deaf Smith County, TX",County or equivalent,19467,19522,19373,19180,19123,18825,18846,18753,18711,18546
"Hermiston-Pendleton, OR",Micropolitan Statistical Area,87303,88030,88229,88071,87780,87597,87908,88318,88781,89553
"Morrow County, OR",County or equivalent,11209,11226,11224,11196,11095,11130,11222,11198,11360,11603
"Umatilla County, OR",County or equivalent,76094,76804,77005,76875,76685,76467,76686,77120,77421,77950
"Hillsdale, MI",Micropolitan Statistical Area,46648,46599,46267,46131,45930,45883,45773,45820,45702,45605
"Hillsdale County, MI",County or equivalent,46648,46599,46267,46131,45930,45883,45773,45820,45702,45605
"Hilo, HI",Micropolitan Statistical Area,185363,187079,189161,191459,193711,195975,198316,199981,201509,201513
"Hawaii County, HI",County or equivalent,185363,187079,189161,191459,193711,195975,198316,199981,201509,201513
"Hobbs, NM",Micropolitan Statistical Area,64598,65126,66362,68613,70165,71476,70249,69046,69543,71070
"Lea County, NM",County or equivalent,64598,65126,66362,68613,70165,71476,70249,69046,69543,71070
"Holland, MI",Micropolitan Statistical Area,111523,111163,111499,112009,113349,114112,114979,116368,117173,118081
"Allegan County, MI",County or equivalent,111523,111163,111499,112009,113349,114112,114979,116368,117173,118081
"Hood River, OR",Micropolitan Statistical Area,22445,22442,22548,22577,22675,22927,23070,23398,23267,23382
"Hood River County, OR",County or equivalent,22445,22442,22548,22577,22675,22927,23070,23398,23267,23382
"Hope, AR",Micropolitan Statistical Area,31593,31496,31253,31192,30971,30593,30410,30185,29993,29784
"Hempstead County, AR",County or equivalent,22596,22488,22344,22420,22326,22085,22032,21876,21685,21532
"Nevada County, AR",County or equivalent,8997,9008,8909,8772,8645,8508,8378,8309,8308,8252
"Houghton, MI",Micropolitan Statistical Area,38899,38959,38913,38818,38643,38351,38438,38283,38033,37800
"Houghton County, MI",County or equivalent,36730,36780,36746,36676,36469,36228,36299,36198,35943,35684
"Keweenaw County, MI",County or equivalent,2169,2179,2167,2142,2174,2123,2139,2085,2090,2116
"Hudson, NY",Micropolitan Statistical Area,63036,62528,62449,62170,61942,61434,60835,60338,59785,59461
"Columbia County, NY",County or equivalent,63036,62528,62449,62170,61942,61434,60835,60338,59785,59461
"Huntingdon, PA",Micropolitan Statistical Area,45994,46006,45938,45840,45736,45499,45380,45429,45395,45144
"Huntingdon County, PA",County or equivalent,45994,46006,45938,45840,45736,45499,45380,45429,45395,45144
"Huntington, IN",Micropolitan Statistical Area,37117,37167,36979,36777,36609,36518,36294,36222,36243,36520
"Huntington County, IN",County or equivalent,37117,37167,36979,36777,36609,36518,36294,36222,36243,36520
"Huntsville, TX",Micropolitan Statistical Area,68241,68409,68609,69404,70076,70836,71845,72816,73136,72971
"Walker County, TX",County or equivalent,68241,68409,68609,69404,70076,70836,71845,72816,73136,72971
"Huron, SD",Micropolitan Statistical Area,19497,19782,20048,20271,20096,20145,20196,20565,20449,20466
"Beadle County, SD",County or equivalent,17406,17708,17994,18201,18056,18127,18188,18541,18423,18453
"Jerauld County, SD",County or equivalent,2091,2074,2054,2070,2040,2018,2008,2024,2026,2013
"Hutchinson, KS",Micropolitan Statistical Area,64552,64429,64205,64079,63701,63596,63184,62714,62331,61998
"Reno County, KS",County or equivalent,64552,64429,64205,64079,63701,63596,63184,62714,62331,61998
"Hutchinson, MN",Micropolitan Statistical Area,36589,36343,35933,35900,35775,35814,35749,35876,35827,35893
"McLeod County, MN",County or equivalent,36589,36343,35933,35900,35775,35814,35749,35876,35827,35893
"Indiana, PA",Micropolitan Statistical Area,88862,88626,88216,88140,87417,86747,85155,84743,84441,84073
"Indiana County, PA",County or equivalent,88862,88626,88216,88140,87417,86747,85155,84743,84441,84073
"Indianola, MS",Micropolitan Statistical Area,28981,28521,28407,27906,27405,26877,26493,26142,26211,25110
"Sunflower County, MS",County or equivalent,28981,28521,28407,27906,27405,26877,26493,26142,26211,25110
"Iron Mountain, MI-WI",Micropolitan Statistical Area,30556,30450,30538,30398,30242,29999,29812,29759,29665,29534
"Dickinson County, MI",County or equivalent,26158,26068,26172,26015,25898,25661,25499,25424,25371,25239
"Florence County, WI",County or equivalent,4398,4382,4366,4383,4344,4338,4313,4335,4294,4295
"Jackson, OH",Micropolitan Statistical Area,33248,33124,32869,32801,32761,32559,32528,32386,32366,32413
"Jackson County, OH",County or equivalent,33248,33124,32869,32801,32761,32559,32528,32386,32366,32413
"Jackson, WY-ID",Micropolitan Statistical Area,31447,31575,31749,32714,33209,33772,34399,34829,34920,35606
"Teton County, ID",County or equivalent,10151,10161,10125,10399,10436,10725,11165,11445,11651,12142
"Teton County, WY",County or equivalent,21296,21414,21624,22315,22773,23047,23234,23384,23269,23464
"Jacksonville, IL",Micropolitan Statistical Area,40830,40710,40604,40211,39843,39783,39684,39228,38954,38609
"Morgan County, IL",County or equivalent,35503,35481,35317,35000,34673,34673,34632,34245,34027,33658
"Scott County, IL",County or equivalent,5327,5229,5287,5211,5170,5110,5052,4983,4927,4951
"Jacksonville, TX",Micropolitan Statistical Area,50941,51090,51277,51093,51189,51568,51879,52116,52381,52646
"Cherokee County, TX",County or equivalent,50941,51090,51277,51093,51189,51568,51879,52116,52381,52646
"Jamestown, ND",Micropolitan Statistical Area,21137,21021,20978,21082,21120,21047,21068,21132,20875,20704
"Stutsman County, ND",County or equivalent,21137,21021,20978,21082,21120,21047,21068,21132,20875,20704
"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,134725,134209,133304,132852,131751,130529,129206,128372,127472,126903
"Chautauqua County, NY",County or equivalent,134725,134209,133304,132852,131751,130529,129206,128372,127472,126903
"Jasper, AL",Micropolitan Statistical Area,66997,66585,66104,65777,65338,64931,64533,63895,63669,63521
"Walker County, AL",County or equivalent,66997,66585,66104,65777,65338,64931,64533,63895,63669,63521
"Jasper, IN",Micropolitan Statistical Area,54625,54758,54701,54770,54787,54724,54841,54853,55062,55125
"Dubois County, IN",County or equivalent,41905,42162,42083,42275,42297,42317,42450,42538,42674,42736
"Pike County, IN",County or equivalent,12720,12596,12618,12495,12490,12407,12391,12315,12388,12389
"Jefferson, GA",Micropolitan Statistical Area,60696,60974,60844,61268,62101,63418,65061,67644,70325,72977
"Jackson County, GA",County or equivalent,60696,60974,60844,61268,62101,63418,65061,67644,70325,72977
"Jennings, LA",Micropolitan Statistical Area,31632,31592,31445,31295,31447,31431,31388,31480,31537,31368
"Jefferson Davis Parish, LA",County or equivalent,31632,31592,31445,31295,31447,31431,31388,31480,31537,31368
"Jesup, GA",Micropolitan Statistical Area,30074,30294,30320,29990,29891,29430,29974,29797,29810,29927
"Wayne County, GA",County or equivalent,30074,30294,30320,29990,29891,29430,29974,29797,29810,29927
"Juneau, AK",Micropolitan Statistical Area,31387,32161,32384,32594,32481,32615,32412,32098,32037,31974
"Juneau City and Borough, AK",County or equivalent,31387,32161,32384,32594,32481,32615,32412,32098,32037,31974
"Kalispell, MT",Micropolitan Statistical Area,90864,91270,91597,92935,94567,95839,97742,100091,102017,103806
"Flathead County, MT",County or equivalent,90864,91270,91597,92935,94567,95839,97742,100091,102017,103806
"Kapaa, HI",Micropolitan Statistical Area,67205,67888,68671,69632,70288,71021,71537,71827,72168,72293
"Kauai County, HI",County or equivalent,67205,67888,68671,69632,70288,71021,71537,71827,72168,72293
"Kearney, NE",Micropolitan Statistical Area,52652,53371,54145,54485,54787,55136,55665,55842,55891,56154
"Buffalo County, NE",County or equivalent,46175,46824,47637,47999,48200,48578,49104,49350,49352,49659
"Kearney County, NE",County or equivalent,6477,6547,6508,6486,6587,6558,6561,6492,6539,6495
"Keene, NH",Micropolitan Statistical Area,77058,76933,76902,76712,76426,76288,75975,75963,75901,76085
"Cheshire County, NH",County or equivalent,77058,76933,76902,76712,76426,76288,75975,75963,75901,76085
"Kendallville, IN",Micropolitan Statistical Area,47454,47294,47190,47240,47367,47515,47398,47329,47543,47744
"Noble County, IN",County or equivalent,47454,47294,47190,47240,47367,47515,47398,47329,47543,47744
"Kennett, MO",Micropolitan Statistical Area,31950,32010,31841,31724,31303,30844,30562,30121,29478,29131
"Dunklin County, MO",County or equivalent,31950,32010,31841,31724,31303,30844,30562,30121,29478,29131
"Kerrville, TX",Micropolitan Statistical Area,49643,49641,49719,49787,50343,50880,51426,51892,52415,52600
"Kerr County, TX",County or equivalent,49643,49641,49719,49787,50343,50880,51426,51892,52415,52600
"Ketchikan, AK",Micropolitan Statistical Area,13573,13674,13729,13722,13802,13702,13707,13834,13856,13901
"Ketchikan Gateway Borough, AK",County or equivalent,13573,13674,13729,13722,13802,13702,13707,13834,13856,13901
"Key West, FL",Micropolitan Statistical Area,73220,73967,74560,75813,76261,76648,76872,76483,74757,74228
"Monroe County, FL",County or equivalent,73220,73967,74560,75813,76261,76648,76872,76483,74757,74228
"Kill Devil Hills, NC",Micropolitan Statistical Area,33982,34156,34383,34810,34894,35468,35829,36199,36607,37009
"Dare County, NC",County or equivalent,33982,34156,34383,34810,34894,35468,35829,36199,36607,37009
"Kingsville, TX",Micropolitan Statistical Area,32454,32467,32544,32459,32328,31854,31740,31179,31159,31084
"Kenedy County, TX",County or equivalent,417,438,447,438,437,441,436,427,437,404
"Kleberg County, TX",County or equivalent,32037,32029,32097,32021,31891,31413,31304,30752,30722,30680
"Kinston, NC",Micropolitan Statistical Area,59488,59411,59114,58732,58255,57981,57240,56622,55990,55949
"Lenoir County, NC",County or equivalent,59488,59411,59114,58732,58255,57981,57240,56622,55990,55949
"Kirksville, MO",Micropolitan Statistical Area,30066,30046,30062,30073,29913,29853,29745,29947,30070,30003
"Adair County, MO",County or equivalent,25625,25657,25675,25703,25521,25353,25244,25429,25476,25343
"Schuyler County, MO",County or equivalent,4441,4389,4387,4370,4392,4500,4501,4518,4594,4660
"Klamath Falls, OR",Micropolitan Statistical Area,66322,66308,65909,65682,65280,65670,66198,66810,67687,68238
"Klamath County, OR",County or equivalent,66322,66308,65909,65682,65280,65670,66198,66810,67687,68238
"Laconia, NH",Micropolitan Statistical Area,60101,60335,60438,60235,60285,60370,60747,60872,61145,61303
"Belknap County, NH",County or equivalent,60101,60335,60438,60235,60285,60370,60747,60872,61145,61303
"La Grande, OR",Micropolitan Statistical Area,25731,25909,25802,25526,25637,25703,26061,26383,26701,26835
"Union County, OR",County or equivalent,25731,25909,25802,25526,25637,25703,26061,26383,26701,26835
"LaGrange, GA-AL",Micropolitan Statistical Area,101176,101662,102386,102940,103255,103591,103684,103769,103678,103176
"Chambers County, AL",County or equivalent,34122,34033,34104,34139,33977,33996,33745,33707,33600,33254
"Troup County, GA",County or equivalent,67054,67629,68282,68801,69278,69595,69939,70062,70078,69922
"Lake City, FL",Micropolitan Statistical Area,67553,67317,67884,67417,67779,68222,69265,69999,70668,71686
"Columbia County, FL",County or equivalent,67553,67317,67884,67417,67779,68222,69265,69999,70668,71686
"Lamesa, TX",Micropolitan Statistical Area,13826,13747,13611,13219,13445,12987,12999,12744,12605,12728
"Dawson County, TX",County or equivalent,13826,13747,13611,13219,13445,12987,12999,12744,12605,12728
"Laramie, WY",Micropolitan Statistical Area,36469,36851,37359,37556,37620,37960,37923,38459,38728,38880
"Albany County, WY",County or equivalent,36469,36851,37359,37556,37620,37960,37923,38459,38728,38880
"Las Vegas, NM",Micropolitan Statistical Area,34286,34133,33775,33514,33106,32824,32538,32245,31967,31798
"Mora County, NM",County or equivalent,4893,4781,4684,4695,4613,4609,4533,4530,4487,4521
"San Miguel County, NM",County or equivalent,29393,29352,29091,28819,28493,28215,28005,27715,27480,27277
"Laurel, MS",Micropolitan Statistical Area,84827,84789,84983,85450,84932,85183,85061,84938,84621,84481
"Jasper County, MS",County or equivalent,17018,16862,16564,16496,16536,16554,16588,16574,16425,16383
"Jones County, MS",County or equivalent,67809,67927,68419,68954,68396,68629,68473,68364,68196,68098
"Laurinburg, NC",Micropolitan Statistical Area,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823
"Scotland County, NC",County or equivalent,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823
"Lawrenceburg, TN",Micropolitan Statistical Area,41967,42162,42154,42028,42304,42592,43056,43388,43771,44142
"Lawrence County, TN",County or equivalent,41967,42162,42154,42028,42304,42592,43056,43388,43771,44142
"Lebanon, MO",Micropolitan Statistical Area,35700,35668,35482,35654,35530,35469,35450,35418,35596,35723
"Laclede County, MO",County or equivalent,35700,35668,35482,35654,35530,35469,35450,35418,35596,35723
"Lebanon, NH-VT",Micropolitan Statistical Area,218419,218408,217900,217784,217681,217015,217341,217068,216907,216986
"Grafton County, NH",County or equivalent,89130,89276,89617,89894,89930,89439,90004,89853,89701,89886
"Sullivan County, NH",County or equivalent,43745,43502,43229,43049,43149,43148,43084,43027,43114,43146
"Orange County, VT",County or equivalent,28944,29018,28916,28848,28875,28887,28908,28964,28888,28892
"Windsor County, VT",County or equivalent,56600,56612,56138,55993,55727,55541,55345,55224,55204,55062
"Levelland, TX",Micropolitan Statistical Area,22853,22931,23074,23408,23463,23310,23043,22977,22971,23021
"Hockley County, TX",County or equivalent,22853,22931,23074,23408,23463,23310,23043,22977,22971,23021
"Lewisburg, PA",Micropolitan Statistical Area,45001,45111,45162,44735,44974,45519,45454,44642,45017,44923
"Union County, PA",County or equivalent,45001,45111,45162,44735,44974,45519,45454,44642,45017,44923
"Lewisburg, TN",Micropolitan Statistical Area,30687,30848,30971,31140,31287,31590,32035,33020,33806,34375
"Marshall County, TN",County or equivalent,30687,30848,30971,31140,31287,31590,32035,33020,33806,34375
"Lewistown, PA",Micropolitan Statistical Area,46641,46747,46754,46629,46490,46427,46316,46290,46211,46138
"Mifflin County, PA",County or equivalent,46641,46747,46754,46629,46490,46427,46316,46290,46211,46138
"Lexington, NE",Micropolitan Statistical Area,26352,26207,26057,26033,25990,25917,25804,25685,25740,25585
"Dawson County, NE",County or equivalent,24312,24216,23977,24016,23986,23892,23779,23657,23744,23595
"Gosper County, NE",County or equivalent,2040,1991,2080,2017,2004,2025,2025,2028,1996,1990
"Liberal, KS",Micropolitan Statistical Area,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428
"Seward County, KS",County or equivalent,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428
"Lincoln, IL",Micropolitan Statistical Area,30283,30270,30358,29826,29660,29284,29166,29034,28912,28618
"Logan County, IL",County or equivalent,30283,30270,30358,29826,29660,29284,29166,29034,28912,28618
"Lock Haven, PA",Micropolitan Statistical Area,39263,39511,39734,39831,39486,39400,39017,38830,38696,38632
"Clinton County, PA",County or equivalent,39263,39511,39734,39831,39486,39400,39017,38830,38696,38632
"Logansport, IN",Micropolitan Statistical Area,38985,38916,38771,38585,38487,38081,37905,37828,37895,37689
"Cass County, IN",County or equivalent,38985,38916,38771,38585,38487,38081,37905,37828,37895,37689
"London, KY",Micropolitan Statistical Area,148227,148682,148314,148395,148351,148467,148283,148086,148149,148123
"Clay County, KY",County or equivalent,21660,21591,21518,21186,21081,20974,20626,20251,20088,19901
"Knox County, KY",County or equivalent,31851,31878,31494,31638,31540,31465,31471,31444,31300,31145
"Laurel County, KY",County or equivalent,58998,59359,59534,59701,59897,59919,60078,60317,60660,60813
"Whitley County, KY",County or equivalent,35718,35854,35768,35870,35833,36109,36108,36074,36101,36264
"Los Alamos, NM",Micropolitan Statistical Area,17994,18229,18234,17947,17803,17817,18209,18742,18988,19369
"Los Alamos County, NM",County or equivalent,17994,18229,18234,17947,17803,17817,18209,18742,18988,19369
"Ludington, MI",Micropolitan Statistical Area,28717,28643,28660,28668,28732,28738,28810,28996,29084,29144
"Mason County, MI",County or equivalent,28717,28643,28660,28668,28732,28738,28810,28996,29084,29144
"Lufkin, TX",Micropolitan Statistical Area,86905,87297,87509,87312,87567,87829,87682,87572,86810,86715
"Angelina County, TX",County or equivalent,86905,87297,87509,87312,87567,87829,87682,87572,86810,86715
"Lumberton, NC",Micropolitan Statistical Area,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625
"Robeson County, NC",County or equivalent,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625
"Macomb, IL",Micropolitan Statistical Area,32634,32521,32558,32253,31799,31449,30907,30373,29984,29682
"McDonough County, IL",County or equivalent,32634,32521,32558,32253,31799,31449,30907,30373,29984,29682
"Madison, IN",Micropolitan Statistical Area,32395,32272,32436,32390,32402,32297,32230,32013,32157,32308
"Jefferson County, IN",County or equivalent,32395,32272,32436,32390,32402,32297,32230,32013,32157,32308
"Madisonville, KY",Micropolitan Statistical Area,46841,46844,46607,46424,46155,46055,45598,45293,45024,44686
"Hopkins County, KY",County or equivalent,46841,46844,46607,46424,46155,46055,45598,45293,45024,44686
"Magnolia, AR",Micropolitan Statistical Area,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457
"Columbia County, AR",County or equivalent,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457
"Malone, NY",Micropolitan Statistical Area,51645,51545,51791,51212,51096,50540,51081,50465,50279,50022
"Franklin County, NY",County or equivalent,51645,51545,51791,51212,51096,50540,51081,50465,50279,50022
"Malvern, AR",Micropolitan Statistical Area,33231,33142,33507,33528,33409,33497,33438,33606,33672,33771
"Hot Spring County, AR",County or equivalent,33231,33142,33507,33528,33409,33497,33438,33606,33672,33771
"Manitowoc, WI",Micropolitan Statistical Area,81331,81038,80726,80485,79951,79483,79348,79099,79015,78981
"Manitowoc County, WI",County or equivalent,81331,81038,80726,80485,79951,79483,79348,79099,79015,78981
"Marietta, OH",Micropolitan Statistical Area,61713,61607,61447,61364,61160,61020,60598,60491,60111,59911
"Washington County, OH",County or equivalent,61713,61607,61447,61364,61160,61020,60598,60491,60111,59911
"Marinette, WI-MI",Micropolitan Statistical Area,65631,65283,65081,65013,64568,64125,63463,63281,63329,63130
"Menominee County, MI",County or equivalent,23968,23868,23731,23725,23520,23476,23208,22981,22927,22780
"Marinette County, WI",County or equivalent,41663,41415,41350,41288,41048,40649,40255,40300,40402,40350
"Marion, IN",Micropolitan Statistical Area,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769
"Grant County, IN",County or equivalent,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769
"Marion, NC",Micropolitan Statistical Area,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756
"McDowell County, NC",County or equivalent,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756
"Marion, OH",Micropolitan Statistical Area,66458,66599,66277,65964,65791,65431,65467,65076,65427,65093
"Marion County, OH",County or equivalent,66458,66599,66277,65964,65791,65431,65467,65076,65427,65093
"Marquette, MI",Micropolitan Statistical Area,67078,67455,67826,67773,67771,67326,66532,66493,66381,66699
"Marquette County, MI",County or equivalent,67078,67455,67826,67773,67771,67326,66532,66493,66381,66699
"Marshall, MN",Micropolitan Statistical Area,25849,25828,25633,25722,25778,25826,25971,25929,25583,25474
"Lyon County, MN",County or equivalent,25849,25828,25633,25722,25778,25826,25971,25929,25583,25474
